City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Carutapera,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
693,General Roca,AR,-54.8,-68.3,38.86,70,20,11.5,few clouds
694,Bria,CF,5.3998,26.4869,66.78,88,100,3.4,overcast clouds
695,Hoi An,VN,13.0833,109.3,72.46,85,98,8.68,overcast clouds
696,Kathu,TH,12.5728,102.5371,73.02,66,98,5.5,overcast clouds
697,Tornio,FI,64.6833,24.4833,26.69,92,81,11.77,broken clouds
698,Wanning,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
699,New Baltimore,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
700,Jatai,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
701,Surt,LY,29.0331,21.5482,63.99,50,19,17.67,few clouds
702,Alta Floresta,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
703,Anaconda,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
704,Omaruru,NA,-22.9575,14.5053,58.08,82,0,8.05,clear sky
705,Oxelosund,SE,64.7507,20.9528,25.16,69,100,5.75,overcast clouds
